state_territory,week_end,admits_next_week,y_reg_next_admits,pct_change_next,y_surge_next_week,next_week_end
ak,2024-04-06,7.0,7.0,0.1666666666666666,0,2024-04-13
ak,2024-04-13,2.0,2.0,-0.7142857142857143,0,2024-04-20
ak,2024-11-09,11.0,11.0,-0.2142857142857142,0,2024-11-16
ak,2024-11-16,10.0,10.0,-0.0909090909090909,0,2024-11-23
ak,2024-11-23,6.0,6.0,-0.4,0,2024-11-30
ak,2024-11-30,18.0,18.0,2.0,1,2024-12-07
ak,2024-12-07,10.0,10.0,-0.4444444444444444,0,2024-12-14
ak,2025-01-18,9.0,9.0,0.125,0,2025-01-25
ak,2025-03-29,9.0,9.0,-0.25,0,2025-04-05
ak,2025-05-03,9.0,9.0,-0.1,0,2025-05-10
ak,2025-10-04,4.0,4.0,-0.2,0,2025-10-11
ak,2025-10-18,2.0,2.0,-0.6,0,2025-10-25
ak,2025-11-22,2.0,2.0,-0.6,0,2025-11-29
ak,2025-11-29,5.0,5.0,1.5,0,2025-12-06
ak,2025-12-06,9.0,9.0,0.8,0,2025-12-13
ak,2025-12-13,4.0,4.0,-0.5555555555555556,0,2025-12-20
ak,2025-12-27,9.0,9.0,0.125,0,2026-01-03
ak,2026-01-10,7.0,7.0,-0.3636363636363636,0,2026-01-17
ak,2026-01-24,8.0,8.0,1.6666666666666667,0,2026-01-31
ak,2026-02-07,5.0,5.0,0.25,0,2026-02-14
ak,2026-02-14,9.0,9.0,0.8,0,2026-02-21
ak,2026-03-21,5.0,5.0,-0.4444444444444444,0,2026-03-28
ak,2026-04-04,6.0,6.0,0.2,0,2026-04-11
ak,2026-04-11,2.0,2.0,-0.6666666666666666,0,2026-04-18
ak,2026-04-25,4.0,4.0,0.3333333333333333,0,2026-05-02
ak,2026-05-09,1.0,1.0,-0.5,0,2026-05-16
ak,2026-05-16,1.0,1.0,0.0,0,2026-05-23
ak,2026-05-23,0.0,0.0,-1.0,0,2026-05-30
ak,2026-05-30,1.0,1.0,,0,2026-06-06
ak,2026-06-06,0.0,0.0,-1.0,0,2026-06-13
ak,2026-06-13,2.0,2.0,,0,2026-06-20
ak,2026-06-20,2.0,2.0,0.0,0,2026-06-27
ak,2026-06-27,1.0,1.0,-0.5,0,2026-07-04
al,2023-02-11,459.0,459.0,-0.0764587525150905,0,2023-02-18
al,2023-06-17,135.0,135.0,0.1637931034482758,0,2023-06-24
al,2023-06-24,118.0,118.0,-0.1259259259259259,0,2023-07-01
al,2023-07-22,266.0,266.0,0.4148936170212766,1,2023-07-29
al,2024-02-24,427.0,427.0,-0.1577909270216962,0,2024-03-02
al,2024-11-02,115.0,115.0,1.446808510638298,0,2024-11-09
al,2024-11-16,71.0,71.0,-0.1341463414634146,0,2024-11-23
al,2024-11-30,100.0,100.0,0.1111111111111111,0,2024-12-07
al,2024-12-07,111.0,111.0,0.11,0,2024-12-14
al,2024-12-14,149.0,149.0,0.3423423423423423,0,2024-12-21
al,2024-12-21,215.0,215.0,0.4429530201342282,1,2024-12-28
al,2024-12-28,220.0,220.0,0.0232558139534883,0,2025-01-04
al,2025-01-11,192.0,192.0,-0.1069767441860465,0,2025-01-18
al,2025-01-18,178.0,178.0,-0.0729166666666666,0,2025-01-25
al,2025-01-25,212.0,212.0,0.1910112359550561,1,2025-02-01
al,2025-02-08,224.0,224.0,-0.013215859030837,0,2025-02-15
al,2025-03-01,238.0,238.0,0.138755980861244,1,2025-03-08
al,2025-03-08,245.0,245.0,0.0294117647058823,0,2025-03-15
al,2025-03-15,232.0,232.0,-0.0530612244897959,0,2025-03-22
al,2025-03-22,195.0,195.0,-0.1594827586206896,0,2025-03-29
al,2025-03-29,139.0,139.0,-0.2871794871794871,0,2025-04-05
al,2025-04-05,118.0,118.0,-0.1510791366906475,0,2025-04-12
al,2025-04-12,103.0,103.0,-0.1271186440677966,0,2025-04-19
al,2025-04-19,84.0,84.0,-0.1844660194174757,0,2025-04-26
al,2025-04-26,87.0,87.0,0.0357142857142857,0,2025-05-03
al,2025-05-03,65.0,65.0,-0.2528735632183908,0,2025-05-10
al,2025-05-10,83.0,83.0,0.2769230769230769,0,2025-05-17
al,2025-05-17,66.0,66.0,-0.2048192771084337,0,2025-05-24
al,2025-05-24,58.0,58.0,-0.1212121212121212,0,2025-05-31
al,2025-05-31,60.0,60.0,0.0344827586206896,0,2025-06-07
al,2025-06-07,60.0,60.0,0.0,0,2025-06-14
al,2025-06-14,49.0,49.0,-0.1833333333333333,0,2025-06-21
al,2025-06-21,66.0,66.0,0.3469387755102041,0,2025-06-28
al,2025-06-28,61.0,61.0,-0.0757575757575757,0,2025-07-05
al,2025-07-05,58.0,58.0,-0.0491803278688524,0,2025-07-12
al,2025-07-12,69.0,69.0,0.1896551724137931,0,2025-07-19
al,2025-07-19,70.0,70.0,0.0144927536231884,0,2025-07-26
al,2025-07-26,111.0,111.0,0.5857142857142857,0,2025-08-02
al,2025-08-02,133.0,133.0,0.1981981981981982,0,2025-08-09
al,2025-08-16,208.0,208.0,0.4647887323943662,1,2025-08-23
al,2025-08-23,199.0,199.0,-0.0432692307692307,0,2025-08-30
al,2025-08-30,241.0,241.0,0.2110552763819095,1,2025-09-06
al,2025-09-06,199.0,199.0,-0.1742738589211618,0,2025-09-13
al,2025-11-29,61.0,61.0,0.109090909090909,0,2025-12-06
al,2025-12-06,74.0,74.0,0.2131147540983606,0,2025-12-13
al,2025-12-13,92.0,92.0,0.2432432432432432,0,2025-12-20
al,2025-12-20,107.0,107.0,0.1630434782608695,0,2025-12-27
al,2025-12-27,145.0,145.0,0.3551401869158878,0,2026-01-03
al,2026-01-03,116.0,116.0,-0.2,0,2026-01-10
al,2026-01-10,140.0,140.0,0.2068965517241379,0,2026-01-17
al,2026-01-17,105.0,105.0,-0.25,0,2026-01-24
al,2026-01-24,110.0,110.0,0.0476190476190476,0,2026-01-31
al,2026-01-31,111.0,111.0,0.009090909090909,0,2026-02-07
al,2026-02-07,134.0,134.0,0.2072072072072072,0,2026-02-14
al,2026-02-14,120.0,120.0,-0.1044776119402985,0,2026-02-21
al,2026-02-21,108.0,108.0,-0.1,0,2026-02-28
al,2026-03-14,71.0,71.0,-0.1234567901234567,0,2026-03-21
al,2026-03-21,62.0,62.0,-0.1267605633802817,0,2026-03-28
al,2026-03-28,57.0,57.0,-0.0806451612903225,0,2026-04-04
al,2026-04-04,62.0,62.0,0.087719298245614,0,2026-04-11
al,2026-04-11,54.0,54.0,-0.1290322580645161,0,2026-04-18
al,2026-05-02,48.0,48.0,0.0909090909090909,0,2026-05-09
al,2026-05-09,34.0,34.0,-0.2916666666666667,0,2026-05-16
al,2026-05-16,46.0,46.0,0.3529411764705882,0,2026-05-23
al,2026-05-23,37.0,37.0,-0.1956521739130435,0,2026-05-30
al,2026-05-30,30.0,30.0,-0.1891891891891892,0,2026-06-06
al,2026-06-06,40.0,40.0,0.3333333333333333,0,2026-06-13
al,2026-06-27,33.0,33.0,0.03125,0,2026-07-04
ar,2022-10-08,131.0,131.0,-0.2640449438202247,0,2022-10-15
ar,2023-02-11,186.0,186.0,0.0054054054054054,0,2023-02-18
ar,2023-02-18,178.0,178.0,-0.043010752688172,0,2023-02-25
ar,2023-03-25,118.0,118.0,-0.1631205673758865,0,2023-04-01
ar,2023-04-08,117.0,117.0,0.1470588235294117,1,2023-04-15
ar,2023-05-06,131.0,131.0,0.4555555555555555,1,2023-05-13
ar,2023-05-20,90.0,90.0,-0.1262135922330097,0,2023-05-27
ar,2023-06-10,82.0,82.0,0.2238805970149253,1,2023-06-17
ar,2023-06-17,91.0,91.0,0.1097560975609756,1,2023-06-24
ar,2023-06-24,51.0,51.0,-0.4395604395604395,0,2023-07-01
ar,2023-07-01,35.0,35.0,-0.3137254901960784,0,2023-07-08
ar,2023-07-22,76.0,76.0,0.3103448275862069,0,2023-07-29
ar,2024-02-17,224.0,224.0,-0.0508474576271186,0,2024-02-24
ar,2024-04-06,64.0,64.0,-0.2289156626506024,0,2024-04-13
ar,2024-12-07,61.0,61.0,-0.0757575757575757,0,2024-12-14
ar,2024-12-28,153.0,153.0,0.224,1,2025-01-04
ar,2025-02-22,117.0,117.0,0.2061855670103092,1,2025-03-01
ar,2025-03-08,105.0,105.0,-0.0789473684210526,0,2025-03-15
ar,2025-03-15,61.0,61.0,-0.419047619047619,0,2025-03-22
ar,2025-03-22,77.0,77.0,0.2622950819672131,0,2025-03-29
ar,2025-04-19,25.0,25.0,-0.2424242424242424,0,2025-04-26
ar,2025-05-10,25.0,25.0,0.7857142857142857,0,2025-05-17
ar,2025-05-17,22.0,22.0,-0.12,0,2025-05-24
ar,2025-05-24,15.0,15.0,-0.3181818181818182,0,2025-05-31
ar,2025-05-31,20.0,20.0,0.3333333333333333,0,2025-06-07
ar,2025-06-07,14.0,14.0,-0.3,0,2025-06-14
ar,2025-06-14,18.0,18.0,0.2857142857142857,0,2025-06-21
ar,2025-06-21,19.0,19.0,0.0555555555555555,0,2025-06-28
ar,2025-06-28,14.0,14.0,-0.2631578947368421,0,2025-07-05
ar,2025-07-05,14.0,14.0,0.0,0,2025-07-12
ar,2025-07-19,20.0,20.0,0.0526315789473684,0,2025-07-26
ar,2025-07-26,14.0,14.0,-0.3,0,2025-08-02
ar,2025-08-02,15.0,15.0,0.0714285714285714,0,2025-08-09
ar,2025-10-25,31.0,31.0,0.0689655172413793,0,2025-11-01
ar,2025-11-01,26.0,26.0,-0.1612903225806451,0,2025-11-08
ar,2025-12-06,35.0,35.0,-0.0277777777777777,0,2025-12-13
ar,2025-12-13,37.0,37.0,0.0571428571428571,0,2025-12-20
ar,2026-02-07,58.0,58.0,0.3488372093023256,0,2026-02-14
ar,2026-02-28,46.0,46.0,0.1219512195121951,0,2026-03-07
ar,2026-03-07,44.0,44.0,-0.0434782608695652,0,2026-03-14
ar,2026-03-21,29.0,29.0,0.074074074074074,0,2026-03-28
ar,2026-04-18,14.0,14.0,-0.125,0,2026-04-25
ar,2026-05-09,11.0,11.0,0.8333333333333334,0,2026-05-16
ar,2026-05-16,7.0,7.0,-0.3636363636363636,0,2026-05-23
ar,2026-05-23,3.0,3.0,-0.5714285714285714,0,2026-05-30
ar,2026-05-30,2.0,2.0,-0.3333333333333333,0,2026-06-06
ar,2026-06-06,5.0,5.0,1.5,0,2026-06-13
ar,2026-06-13,4.0,4.0,-0.2,0,2026-06-20
ar,2026-06-20,5.0,5.0,0.25,0,2026-06-27
ar,2026-06-27,1.0,1.0,-0.8,0,2026-07-04
az,2022-02-26,861.0,861.0,-0.2519548218940052,0,2022-03-05
az,2022-03-12,468.0,468.0,-0.3117647058823529,0,2022-03-19
az,2022-03-19,419.0,419.0,-0.1047008547008547,0,2022-03-26
az,2022-03-26,317.0,317.0,-0.2434367541766109,0,2022-04-02
az,2022-04-02,337.0,337.0,0.0630914826498422,0,2022-04-09
az,2022-04-09,261.0,261.0,-0.2255192878338278,0,2022-04-16
az,2022-04-16,262.0,262.0,0.003831417624521,0,2022-04-23
az,2022-04-23,255.0,255.0,-0.0267175572519083,0,2022-04-30
az,2022-04-30,374.0,374.0,0.4666666666666667,0,2022-05-07
az,2022-05-14,406.0,406.0,0.1032608695652173,1,2022-05-21
az,2022-05-21,442.0,442.0,0.0886699507389162,0,2022-05-28
az,2022-05-28,582.0,582.0,0.3167420814479638,1,2022-06-04
az,2022-06-04,649.0,649.0,0.1151202749140893,1,2022-06-11
az,2022-06-18,767.0,767.0,0.1197080291970802,1,2022-06-25
az,2022-07-02,811.0,811.0,0.0532467532467532,0,2022-07-09
az,2022-07-09,875.0,875.0,0.0789149198520345,0,2022-07-16
az,2022-08-20,483.0,483.0,-0.2333333333333333,0,2022-08-27
az,2022-08-27,443.0,443.0,-0.082815734989648,0,2022-09-03
az,2022-09-03,388.0,388.0,-0.1241534988713318,0,2022-09-10
az,2022-09-10,308.0,308.0,-0.2061855670103092,0,2022-09-17
az,2022-09-17,291.0,291.0,-0.0551948051948051,0,2022-09-24
az,2022-09-24,299.0,299.0,0.0274914089347079,0,2022-10-01
az,2022-10-01,286.0,286.0,-0.0434782608695652,0,2022-10-08
az,2022-10-08,262.0,262.0,-0.0839160839160839,0,2022-10-15
az,2022-10-15,361.0,361.0,0.3778625954198473,0,2022-10-22
az,2022-10-22,359.0,359.0,-0.0055401662049861,0,2022-10-29
az,2022-10-29,525.0,525.0,0.4623955431754875,1,2022-11-05
az,2022-11-05,707.0,707.0,0.3466666666666667,1,2022-11-12
az,2022-11-12,906.0,906.0,0.2814710042432815,1,2022-11-19
az,2022-11-19,1093.0,1093.0,0.206401766004415,1,2022-11-26
az,2022-11-26,1247.0,1247.0,0.1408966148215919,1,2022-12-03
az,2022-12-03,1232.0,1232.0,-0.012028869286287,0,2022-12-10
az,2022-12-17,837.0,837.0,-0.1207983193277311,0,2022-12-24
az,2022-12-24,830.0,830.0,-0.008363201911589,0,2022-12-31
az,2023-01-21,376.0,376.0,-0.1569506726457399,0,2023-01-28
az,2023-01-28,380.0,380.0,0.0106382978723404,0,2023-02-04
az,2023-02-04,386.0,386.0,0.0157894736842105,0,2023-02-11
az,2023-02-11,369.0,369.0,-0.044041450777202,0,2023-02-18
az,2023-03-04,439.0,439.0,0.1030150753768844,1,2023-03-11
az,2023-03-25,313.0,313.0,-0.2135678391959799,0,2023-04-01
az,2023-04-08,360.0,360.0,0.0746268656716417,0,2023-04-15
az,2023-05-06,260.0,260.0,-0.1245791245791245,0,2023-05-13
az,2023-05-20,173.0,173.0,-0.290983606557377,0,2023-05-27
az,2023-05-27,191.0,191.0,0.1040462427745664,0,2023-06-03
az,2023-06-03,178.0,178.0,-0.0680628272251308,0,2023-06-10
az,2023-06-10,165.0,165.0,-0.0730337078651685,0,2023-06-17
az,2023-06-17,168.0,168.0,0.0181818181818181,0,2023-06-24
az,2023-06-24,160.0,160.0,-0.0476190476190476,0,2023-07-01
az,2023-07-01,165.0,165.0,0.03125,0,2023-07-08
az,2023-07-08,201.0,201.0,0.2181818181818181,0,2023-07-15
az,2023-07-15,160.0,160.0,-0.2039800995024875,0,2023-07-22
az,2023-07-22,121.0,121.0,-0.24375,0,2023-07-29
az,2023-07-29,149.0,149.0,0.2314049586776859,0,2023-08-05
az,2023-08-05,152.0,152.0,0.0201342281879194,0,2023-08-12
az,2023-08-12,213.0,213.0,0.4013157894736842,0,2023-08-19
az,2023-08-19,253.0,253.0,0.1877934272300469,0,2023-08-26
az,2023-09-16,281.0,281.0,-0.0726072607260726,0,2023-09-23
az,2023-09-23,329.0,329.0,0.1708185053380783,0,2023-09-30
az,2023-10-28,421.0,421.0,-0.0232018561484918,0,2023-11-04
az,2023-11-04,502.0,502.0,0.1923990498812351,1,2023-11-11
az,2023-11-11,566.0,566.0,0.1274900398406374,1,2023-11-18
az,2023-11-25,518.0,518.0,-0.044280442804428,0,2023-12-02
az,2023-12-09,482.0,482.0,0.0547045951859956,0,2023-12-16
az,2023-12-16,523.0,523.0,0.0850622406639004,0,2023-12-23
az,2024-01-06,582.0,582.0,-0.0976744186046511,0,2024-01-13
az,2024-03-02,196.0,196.0,-0.1900826446280991,0,2024-03-09
az,2024-03-09,183.0,183.0,-0.0663265306122449,0,2024-03-16
az,2024-03-16,157.0,157.0,-0.1420765027322404,0,2024-03-23
az,2024-03-23,157.0,157.0,0.0,0,2024-03-30
az,2024-03-30,146.0,146.0,-0.0700636942675159,0,2024-04-06
az,2024-04-06,143.0,143.0,-0.0205479452054794,0,2024-04-13
az,2024-04-13,101.0,101.0,-0.2937062937062937,0,2024-04-20
az,2024-04-20,95.0,95.0,-0.0594059405940594,0,2024-04-27
az,2024-10-26,462.0,462.0,,0,2024-11-02
az,2024-11-02,532.0,532.0,0.1515151515151515,1,2024-11-09
az,2024-11-09,688.0,688.0,0.2932330827067669,1,2024-11-16
az,2024-11-23,757.0,757.0,-0.0381194409148665,0,2024-11-30
az,2024-11-30,858.0,858.0,0.1334214002642008,1,2024-12-07
az,2024-12-14,771.0,771.0,0.0104849279161205,0,2024-12-21
az,2025-01-18,312.0,312.0,-0.3097345132743362,0,2025-01-25
az,2025-01-25,411.0,411.0,0.3173076923076923,1,2025-02-01
az,2025-02-08,324.0,324.0,0.0220820189274447,0,2025-02-15
az,2025-02-22,279.0,279.0,0.029520295202952,0,2025-03-01
az,2025-03-01,227.0,227.0,-0.1863799283154122,0,2025-03-08
az,2025-03-08,179.0,179.0,-0.211453744493392,0,2025-03-15
az,2025-03-15,199.0,199.0,0.1117318435754189,0,2025-03-22
az,2025-03-22,191.0,191.0,-0.0402010050251256,0,2025-03-29
az,2025-03-29,178.0,178.0,-0.0680628272251308,0,2025-04-05
az,2025-04-05,136.0,136.0,-0.2359550561797752,0,2025-04-12
az,2025-04-12,145.0,145.0,0.0661764705882353,0,2025-04-19
az,2025-04-19,118.0,118.0,-0.1862068965517241,0,2025-04-26
az,2025-04-26,77.0,77.0,-0.3474576271186441,0,2025-05-03
az,2025-05-03,77.0,77.0,0.0,0,2025-05-10
az,2025-05-10,88.0,88.0,0.1428571428571428,0,2025-05-17
az,2025-05-17,78.0,78.0,-0.1136363636363636,0,2025-05-24
az,2025-05-24,79.0,79.0,0.0128205128205128,0,2025-05-31
az,2025-05-31,79.0,79.0,0.0,0,2025-06-07
az,2025-06-07,67.0,67.0,-0.1518987341772152,0,2025-06-14
az,2025-06-14,80.0,80.0,0.1940298507462686,0,2025-06-21
az,2025-06-21,81.0,81.0,0.0125,0,2025-06-28
az,2025-06-28,78.0,78.0,-0.037037037037037,0,2025-07-05
az,2025-07-05,76.0,76.0,-0.0256410256410256,0,2025-07-12
az,2025-07-12,80.0,80.0,0.0526315789473684,0,2025-07-19
az,2025-07-19,79.0,79.0,-0.0125,0,2025-07-26
az,2025-07-26,93.0,93.0,0.1772151898734177,0,2025-08-02
az,2025-08-02,116.0,116.0,0.2473118279569892,0,2025-08-09
az,2025-08-09,131.0,131.0,0.1293103448275862,0,2025-08-16
az,2025-08-16,167.0,167.0,0.2748091603053435,0,2025-08-23
az,2025-08-30,158.0,158.0,-0.1813471502590673,0,2025-09-06
az,2025-09-06,142.0,142.0,-0.1012658227848101,0,2025-09-13
az,2025-09-13,144.0,144.0,0.0140845070422535,0,2025-09-20
az,2025-09-20,120.0,120.0,-0.1666666666666666,0,2025-09-27
az,2025-10-04,91.0,91.0,-0.1415094339622641,0,2025-10-11
az,2025-10-11,88.0,88.0,-0.0329670329670329,0,2025-10-18
az,2025-10-18,83.0,83.0,-0.0568181818181818,0,2025-10-25
az,2025-10-25,90.0,90.0,0.0843373493975903,0,2025-11-01
az,2025-11-01,76.0,76.0,-0.1555555555555555,0,2025-11-08
az,2025-11-08,80.0,80.0,0.0526315789473684,0,2025-11-15
az,2025-11-15,93.0,93.0,0.1625,0,2025-11-22
az,2025-11-22,82.0,82.0,-0.1182795698924731,0,2025-11-29
az,2025-11-29,58.0,58.0,-0.2926829268292683,0,2025-12-06
az,2025-12-06,70.0,70.0,0.2068965517241379,0,2025-12-13
az,2025-12-13,82.0,82.0,0.1714285714285714,0,2025-12-20
az,2025-12-20,96.0,96.0,0.1707317073170731,0,2025-12-27
az,2025-12-27,82.0,82.0,-0.1458333333333333,0,2026-01-03
az,2026-01-03,92.0,92.0,0.1219512195121951,0,2026-01-10
az,2026-01-10,73.0,73.0,-0.2065217391304347,0,2026-01-17
az,2026-01-17,57.0,57.0,-0.2191780821917808,0,2026-01-24
az,2026-01-24,49.0,49.0,-0.1403508771929824,0,2026-01-31
az,2026-01-31,75.0,75.0,0.5306122448979592,0,2026-02-07
az,2026-02-07,65.0,65.0,-0.1333333333333333,0,2026-02-14
az,2026-02-14,68.0,68.0,0.0461538461538461,0,2026-02-21
az,2026-02-21,72.0,72.0,0.0588235294117647,0,2026-02-28
az,2026-02-28,57.0,57.0,-0.2083333333333333,0,2026-03-07
az,2026-03-07,56.0,56.0,-0.0175438596491228,0,2026-03-14
az,2026-03-14,37.0,37.0,-0.3392857142857143,0,2026-03-21
az,2026-03-21,31.0,31.0,-0.1621621621621621,0,2026-03-28
az,2026-03-28,27.0,27.0,-0.1290322580645161,0,2026-04-04
az,2026-04-04,19.0,19.0,-0.2962962962962963,0,2026-04-11
az,2026-04-11,26.0,26.0,0.3684210526315789,0,2026-04-18
az,2026-04-18,25.0,25.0,-0.0384615384615384,0,2026-04-25
az,2026-04-25,29.0,29.0,0.16,0,2026-05-02
az,2026-05-02,26.0,26.0,-0.1034482758620689,0,2026-05-09
az,2026-05-09,30.0,30.0,0.1538461538461538,0,2026-05-16
az,2026-05-16,32.0,32.0,0.0666666666666666,0,2026-05-23
az,2026-05-23,34.0,34.0,0.0625,0,2026-05-30
az,2026-05-30,27.0,27.0,-0.2058823529411764,0,2026-06-06
az,2026-06-06,27.0,27.0,0.0,0,2026-06-13
az,2026-06-13,23.0,23.0,-0.1481481481481481,0,2026-06-20
az,2026-06-20,18.0,18.0,-0.217391304347826,0,2026-06-27
az,2026-06-27,14.0,14.0,-0.2222222222222222,0,2026-07-04
ca,2022-01-01,11111.0,11111.0,0.7851863753213367,1,2022-01-08
ca,2022-01-08,14412.0,14412.0,0.2970929709297093,1,2022-01-15
ca,2022-01-15,14735.0,14735.0,0.0224118789897307,0,2022-01-22
ca,2022-01-22,13152.0,13152.0,-0.1074312860536138,0,2022-01-29
ca,2022-01-29,9973.0,9973.0,-0.2417122871046228,0,2022-02-05
ca,2022-02-05,7660.0,7660.0,-0.2319262007420034,0,2022-02-12
ca,2022-02-12,5236.0,5236.0,-0.3164490861618799,0,2022-02-19
ca,2022-02-19,3694.0,3694.0,-0.2944996180290298,0,2022-02-26
ca,2022-02-26,2946.0,2946.0,-0.202490525175961,0,2022-03-05
ca,2022-03-05,2106.0,2106.0,-0.285132382892057,0,2022-03-12
ca,2022-03-12,1629.0,1629.0,-0.2264957264957265,0,2022-03-19
ca,2022-03-19,1302.0,1302.0,-0.2007366482504604,0,2022-03-26
ca,2022-03-26,1011.0,1011.0,-0.2235023041474654,0,2022-04-02
ca,2022-04-02,964.0,964.0,-0.0464886251236399,0,2022-04-09
ca,2022-04-09,876.0,876.0,-0.0912863070539419,0,2022-04-16
ca,2022-04-16,1017.0,1017.0,0.160958904109589,0,2022-04-23
ca,2022-09-24,2202.0,2202.0,-0.0553410553410553,0,2022-10-01
ca,2023-01-28,2878.0,2878.0,0.021291696238467,0,2023-02-04
ca,2023-04-08,1766.0,1766.0,-0.0050704225352112,0,2023-04-15
ca,2023-06-17,1193.0,1193.0,-0.0787644787644787,0,2023-06-24
ca,2023-06-24,1181.0,1181.0,-0.0100586756077116,0,2023-07-01
ca,2023-07-15,1398.0,1398.0,0.1025236593059936,0,2023-07-22
ca,2023-08-05,2034.0,2034.0,0.2049763033175355,1,2023-08-12
ca,2024-02-17,1687.0,1687.0,-0.1636093207734258,0,2024-02-24
ca,2024-03-02,1262.0,1262.0,-0.1592271818787475,0,2024-03-09
ca,2024-03-16,1006.0,1006.0,-0.1001788908765653,0,2024-03-23
ca,2024-11-16,689.0,689.0,-0.0363636363636363,0,2024-11-23
ca,2024-12-07,763.0,763.0,-0.0230473751600512,0,2024-12-14
ca,2024-12-14,863.0,863.0,0.1310615989515072,0,2024-12-21
ca,2024-12-28,1069.0,1069.0,0.0919305413687436,0,2025-01-04
ca,2025-01-04,977.0,977.0,-0.0860617399438727,0,2025-01-11
ca,2025-01-11,973.0,973.0,-0.0040941658137154,0,2025-01-18
ca,2025-01-18,953.0,953.0,-0.0205549845837615,0,2025-01-25
ca,2025-02-01,944.0,944.0,-0.0817120622568093,0,2025-02-08
ca,2025-02-08,891.0,891.0,-0.0561440677966101,0,2025-02-15
ca,2025-02-15,738.0,738.0,-0.1717171717171717,0,2025-02-22
ca,2025-02-22,694.0,694.0,-0.059620596205962,0,2025-03-01
ca,2025-03-01,636.0,636.0,-0.0835734870317002,0,2025-03-08
ca,2025-03-08,609.0,609.0,-0.0424528301886792,0,2025-03-15
ca,2025-03-15,609.0,609.0,0.0,0,2025-03-22
ca,2025-03-22,598.0,598.0,-0.0180623973727422,0,2025-03-29
ca,2025-03-29,527.0,527.0,-0.1187290969899665,0,2025-04-05
ca,2025-04-05,625.0,625.0,0.1859582542694497,0,2025-04-12
ca,2025-04-12,543.0,543.0,-0.1312,0,2025-04-19
ca,2025-04-19,550.0,550.0,0.012891344383057,0,2025-04-26
ca,2025-04-26,483.0,483.0,-0.1218181818181818,0,2025-05-03
ca,2025-05-03,512.0,512.0,0.0600414078674948,0,2025-05-10
ca,2025-05-10,514.0,514.0,0.00390625,0,2025-05-17
ca,2025-05-17,595.0,595.0,0.1575875486381323,0,2025-05-24
ca,2025-05-24,625.0,625.0,0.0504201680672268,0,2025-05-31
ca,2025-05-31,623.0,623.0,-0.0032,0,2025-06-07
ca,2025-06-07,552.0,552.0,-0.1139646869983948,0,2025-06-14
ca,2025-06-14,580.0,580.0,0.0507246376811594,0,2025-06-21
ca,2025-06-21,588.0,588.0,0.0137931034482758,0,2025-06-28
ca,2025-06-28,631.0,631.0,0.0731292517006802,0,2025-07-05
ca,2025-07-05,686.0,686.0,0.0871632329635499,0,2025-07-12
ca,2025-07-12,746.0,746.0,0.0874635568513119,0,2025-07-19
ca,2025-07-19,757.0,757.0,0.0147453083109919,0,2025-07-26
ca,2025-07-26,944.0,944.0,0.2470277410832232,0,2025-08-02
ca,2025-08-02,1063.0,1063.0,0.1260593220338983,0,2025-08-09
ca,2025-08-09,1220.0,1220.0,0.147695202257761,0,2025-08-16
ca,2025-10-11,609.0,609.0,-0.2251908396946564,0,2025-10-18
ca,2025-10-18,511.0,511.0,-0.160919540229885,0,2025-10-25
ca,2025-11-01,385.0,385.0,-0.1825902335456475,0,2025-11-08
ca,2025-11-08,298.0,298.0,-0.2259740259740259,0,2025-11-15
ca,2025-11-15,302.0,302.0,0.0134228187919463,0,2025-11-22
ca,2025-11-22,241.0,241.0,-0.2019867549668874,0,2025-11-29
ca,2025-11-29,267.0,267.0,0.1078838174273859,0,2025-12-06
ca,2025-12-06,293.0,293.0,0.097378277153558,0,2025-12-13
ca,2025-12-13,317.0,317.0,0.0819112627986348,0,2025-12-20
ca,2025-12-20,344.0,344.0,0.085173501577287,0,2025-12-27
ca,2025-12-27,345.0,345.0,0.002906976744186,0,2026-01-03
ca,2026-01-03,338.0,338.0,-0.0202898550724637,0,2026-01-10
ca,2026-01-10,303.0,303.0,-0.1035502958579881,0,2026-01-17
ca,2026-01-17,283.0,283.0,-0.066006600660066,0,2026-01-24
ca,2026-01-24,268.0,268.0,-0.0530035335689045,0,2026-01-31
ca,2026-01-31,325.0,325.0,0.2126865671641791,0,2026-02-07
ca,2026-02-07,345.0,345.0,0.0615384615384615,0,2026-02-14
ca,2026-02-14,293.0,293.0,-0.1507246376811594,0,2026-02-21
ca,2026-02-21,279.0,279.0,-0.0477815699658703,0,2026-02-28
ca,2026-02-28,238.0,238.0,-0.1469534050179211,0,2026-03-07
ca,2026-03-07,205.0,205.0,-0.1386554621848739,0,2026-03-14
ca,2026-03-14,219.0,219.0,0.0682926829268292,0,2026-03-21
ca,2026-03-21,177.0,177.0,-0.1917808219178082,0,2026-03-28
ca,2026-03-28,152.0,152.0,-0.1412429378531073,0,2026-04-04
ca,2026-04-04,160.0,160.0,0.0526315789473684,0,2026-04-11
ca,2026-04-11,142.0,142.0,-0.1125,0,2026-04-18
ca,2026-04-18,147.0,147.0,0.0352112676056338,0,2026-04-25
ca,2026-04-25,164.0,164.0,0.1156462585034013,0,2026-05-02
ca,2026-05-02,171.0,171.0,0.0426829268292682,0,2026-05-09
ca,2026-05-09,151.0,151.0,-0.1169590643274853,0,2026-05-16
ca,2026-05-16,170.0,170.0,0.1258278145695364,0,2026-05-23
